"","AgeRings","Weight_g","Species","Length_cm"
"22616",8,202.360157631785,"Herring",31
"22617",4,750.706064377574,"Cod",42
"22618",4,750.706064377574,"Cod",42
"22619",4,750.706064377574,"Cod",42
"22620",4,750.706064377574,"Cod",42
"22621",5,806.942819315405,"Cod",43
"22622",1,7.82028033901898,"Herring",11
"22623",1,11.6827943307746,"Herring",12.5
"22624",1,13.2139121949626,"Herring",13
"22625",1,14.8763820583671,"Herring",13.5
"22626",1,16.6759783425685,"Herring",14
"22627",2,16.6759783425685,"Herring",14
"22628",1,18.6185055006837,"Herring",14.5
"22629",8,138.916537198633,"Herring",27.5
"22630",6,147.00276678339,"Herring",28
"22631",6,155.403984882521,"Herring",28.5
"22632",8,155.403984882521,"Herring",28.5
"22633",6,155.403984882521,"Herring",28.5
"22634",5,1362.49539562936,"Cod",51
"22635",5,1362.49539562936,"Cod",51
"22636",5,1362.49539562936,"Cod",51
"22637",4,1446.18837985505,"Cod",52
"22638",5,1446.18837985505,"Cod",52
"22639",5,1446.18837985505,"Cod",52
"22640",5,1533.28018203557,"Cod",53
"22641",4,646.277112708259,"Cod",40
"22642",4,697.173775907659,"Cod",41
"22643",3,697.173775907659,"Cod",41
"22644",3,697.173775907659,"Cod",41
"22645",4,697.173775907659,"Cod",41
"22646",4,697.173775907659,"Cod",41
"22647",4,697.173775907659,"Cod",41
"22648",4,697.173775907659,"Cod",41
"22649",3,750.706064377574,"Cod",42
"22650",4,750.706064377574,"Cod",42
"22651",4,750.706064377574,"Cod",42
"22652",5,1533.28018203557,"Cod",53
"22653",5,1623.84078588228,"Cod",54
"22654",5,2022.17409666077,"Cod",58
"22655",6,2243.97979083495,"Cod",60
"22656",6,2360.78912640864,"Cod",61
"22657",6,3006.73037363515,"Cod",66
"22658",1,20.5069321393054,"Cod",13
"22659",3,2360.78912640864,"Cod",61
"22660",3,1060.31529603157,"Cod",47
"22661",4,1060.31529603157,"Cod",47
"22662",4,1060.31529603157,"Cod",47
"22663",6,212.786675466565,"Herring",31.5
"22664",8,223.57344679993,"Herring",32
"22665",1,3.06581246422946,"Cod",7
"22666",1,4.61934993124415,"Cod",8
"22667",1,6.63161196840701,"Cod",9
"22668",6,2360.78912640864,"Cod",61
"22669",3,2360.78912640864,"Cod",61
"22670",4,697.173775907659,"Cod",41
"22671",4,697.173775907659,"Cod",41
"22672",4,750.706064377574,"Cod",42
"22673",3,750.706064377574,"Cod",42
"22674",3,750.706064377574,"Cod",42
"22675",4,750.706064377574,"Cod",42
"22676",4,750.706064377574,"Cod",42
"22677",4,750.706064377574,"Cod",42
"22678",4,806.942819315405,"Cod",43
"22679",5,806.942819315405,"Cod",43
"22680",3,806.942819315405,"Cod",43
"22681",3,806.942819315405,"Cod",43
"22682",3,806.942819315405,"Cod",43
"22683",4,806.942819315405,"Cod",43
"22684",4,806.942819315405,"Cod",43
"22685",4,806.942819315405,"Cod",43
"22686",4,806.942819315405,"Cod",43
"22687",3,865.952996770136,"Cod",44
"22688",4,865.952996770136,"Cod",44
"22689",3,927.805665155418,"Cod",45
"22690",3,927.805665155418,"Cod",45
"22691",3,927.805665155418,"Cod",45
"22692",4,927.805665155418,"Cod",45
"22693",4,927.805665155418,"Cod",45
"22694",4,927.805665155418,"Cod",45
"22695",3,927.805665155418,"Cod",45
"22696",4,927.805665155418,"Cod",45
"22697",4,992.570002871883,"Cod",46
"22698",4,992.570002871883,"Cod",46
"22699",4,992.570002871883,"Cod",46
"22700",4,992.570002871883,"Cod",46
"22701",4,992.570002871883,"Cod",46
"22702",4,992.570002871883,"Cod",46
"22703",5,992.570002871883,"Cod",46
"22704",5,1060.31529603157,"Cod",47
"22705",4,1131.11093627793,"Cod",48
"22706",4,1205.02641869547,"Cod",49
"22707",4,1205.02641869547,"Cod",49
"22708",5,1282.13133980358,"Cod",50
"22709",5,1362.49539562936,"Cod",51
"22710",5,1362.49539562936,"Cod",51
"22711",2,216.207004073774,"Cod",28
"22712",2,216.207004073774,"Cod",28
"22713",2,240.799985392402,"Cod",29
"22714",2,240.799985392402,"Cod",29
"22715",2,267.212551949008,"Cod",30
"22716",2,267.212551949008,"Cod",30
"22717",2,267.212551949008,"Cod",30
"22718",2,267.212551949008,"Cod",30
"22719",2,267.212551949008,"Cod",30
"22720",2,267.212551949008,"Cod",30
"22721",3,267.212551949008,"Cod",30
"22722",2,295.511919421018,"Cod",31
"22723",2,295.511919421018,"Cod",31
"22724",2,295.511919421018,"Cod",31
"22725",2,295.511919421018,"Cod",31
"22726",2,295.511919421018,"Cod",31
"22727",2,295.511919421018,"Cod",31
"22728",2,295.511919421018,"Cod",31
"22729",2,325.765460560781,"Cod",32
"22730",2,325.765460560781,"Cod",32
"22731",2,325.765460560781,"Cod",32
"22732",2,325.765460560781,"Cod",32
"22733",2,325.765460560781,"Cod",32
"22734",2,358.040700474711,"Cod",33
"22735",2,358.040700474711,"Cod",33
"22736",2,358.040700474711,"Cod",33
"22737",2,358.040700474711,"Cod",33
"22738",2,358.040700474711,"Cod",33
"22739",2,358.040700474711,"Cod",33
"22740",2,392.40531218777,"Cod",34
"22741",2,392.40531218777,"Cod",34
"22742",3,392.40531218777,"Cod",34
"22743",3,392.40531218777,"Cod",34
"22744",3,467.674057887759,"Cod",36
"22745",2,467.674057887759,"Cod",36
"22746",3,467.674057887759,"Cod",36
"22747",3,467.674057887759,"Cod",36
"22748",2,467.674057887759,"Cod",36
"22749",3,467.674057887759,"Cod",36
"22750",3,646.277112708259,"Cod",40
"22751",4,646.277112708259,"Cod",40
"22752",2,697.173775907659,"Cod",41
"22753",3,697.173775907659,"Cod",41
"22754",4,697.173775907659,"Cod",41
"22755",4,697.173775907659,"Cod",41
"22756",3,697.173775907659,"Cod",41
"22757",3,697.173775907659,"Cod",41
"22758",4,697.173775907659,"Cod",41
"22759",4,597.947351037502,"Cod",39
"22760",3,646.277112708259,"Cod",40
"22761",4,646.277112708259,"Cod",40
"22762",2,508.714241104477,"Cod",37
"22763",2,508.714241104477,"Cod",37
"22764",3,508.714241104477,"Cod",37
"22765",3,508.714241104477,"Cod",37
"22766",3,508.714241104477,"Cod",37
"22767",3,508.714241104477,"Cod",37
"22768",3,508.714241104477,"Cod",37
"22769",3,508.714241104477,"Cod",37
"22770",2,508.714241104477,"Cod",37
"22771",3,508.714241104477,"Cod",37
"22772",3,508.714241104477,"Cod",37
"22773",2,508.714241104477,"Cod",37
"22774",2,508.714241104477,"Cod",37
"22775",3,508.714241104477,"Cod",37
"22776",2,552.115887338607,"Cod",38
"22777",2,552.115887338607,"Cod",38
"22778",3,552.115887338607,"Cod",38
"22779",3,552.115887338607,"Cod",38
"22780",2,552.115887338607,"Cod",38
"22781",3,552.115887338607,"Cod",38
"22782",3,552.115887338607,"Cod",38
"22783",3,597.947351037502,"Cod",39
"22784",3,597.947351037502,"Cod",39
"22785",4,597.947351037502,"Cod",39
"22786",4,597.947351037502,"Cod",39
"22787",2,597.947351037502,"Cod",39
"22788",2,597.947351037502,"Cod",39
"22789",3,597.947351037502,"Cod",39
"22790",3,597.947351037502,"Cod",39
"22791",3,597.947351037502,"Cod",39
"22792",4,597.947351037502,"Cod",39
"22793",3,646.277112708259,"Cod",40
"22794",3,646.277112708259,"Cod",40
"22795",3,646.277112708259,"Cod",40
"22796",4,646.277112708259,"Cod",40
"22797",4,646.277112708259,"Cod",40
"22798",4,646.277112708259,"Cod",40
"22799",4,646.277112708259,"Cod",40
"22800",3,646.277112708259,"Cod",40
"22801",3,646.277112708259,"Cod",40
"22802",3,392.40531218777,"Cod",34
"22803",3,392.40531218777,"Cod",34
"22804",2,392.40531218777,"Cod",34
"22805",2,392.40531218777,"Cod",34
"22806",3,392.40531218777,"Cod",34
"22807",2,392.40531218777,"Cod",34
"22808",2,392.40531218777,"Cod",34
"22809",2,428.927112467869,"Cod",35
"22810",3,428.927112467869,"Cod",35
"22811",3,428.927112467869,"Cod",35
"22812",3,428.927112467869,"Cod",35
"22813",3,428.927112467869,"Cod",35
"22814",3,428.927112467869,"Cod",35
"22815",3,428.927112467869,"Cod",35
"22816",3,428.927112467869,"Cod",35
"22817",2,467.674057887759,"Cod",36
"22818",3,467.674057887759,"Cod",36
"22819",4,865.952996770136,"Cod",44
"22820",4,865.952996770136,"Cod",44
"22821",4,992.570002871883,"Cod",46
"22822",4,1131.11093627793,"Cod",48
"22823",2,392.40531218777,"Cod",34
"22824",2,392.40531218777,"Cod",34
"22825",4,1717.94026760934,"Cod",55
"22826",6,1717.94026760934,"Cod",55
"22827",5,1282.13133980358,"Cod",50
"22828",5,1282.13133980358,"Cod",50
"22829",2,11.6963511342985,"Sprat",12.5
"22830",3,11.6963511342985,"Sprat",12.5
"22831",3,392.40531218777,"Cod",34
"22832",4,1131.11093627793,"Cod",48
"22833",5,1282.13133980358,"Cod",50
"22834",2,89.3938902860119,"Cod",21
"22835",3,646.277112708259,"Cod",40
"22836",2,103.117466155406,"Cod",22
"22837",2,103.117466155406,"Cod",22
"22838",2,103.117466155406,"Cod",22
"22839",5,1917.03662256414,"Cod",57
"22840",6,3006.73037363515,"Cod",66
"22841",2,134.692407237676,"Cod",24
"22842",2,134.692407237676,"Cod",24
"22843",2,103.117466155406,"Cod",22
"22844",2,118.194987556792,"Cod",23
"22845",2,118.194987556792,"Cod",23
"22846",2,240.799985392402,"Cod",29
"22847",3,240.799985392402,"Cod",29
"22848",3,552.115887338607,"Cod",38
"22849",6,1533.28018203557,"Cod",53
"22850",3,552.115887338607,"Cod",38
"22851",3,597.947351037502,"Cod",39
"22852",3,646.277112708259,"Cod",40
"22853",4,646.277112708259,"Cod",40
"22854",3,646.277112708259,"Cod",40
"22855",5,2022.17409666077,"Cod",58
"22856",6,2131.13164745505,"Cod",59
"22857",2,172.21175037244,"Cod",26
"22858",2,193.366554425623,"Cod",27
"22859",2,152.675879097484,"Cod",25
"22860",2,172.21175037244,"Cod",26
"22861",6,2022.17409666077,"Cod",58
"22862",5,2022.17409666077,"Cod",58
"22863",2,193.366554425623,"Cod",27
"22864",2,216.207004073774,"Cod",28
"22865",2,240.799985392402,"Cod",29
"22866",2,193.366554425623,"Cod",27
"22867",2,193.366554425623,"Cod",27
"22868",4,750.706064377574,"Cod",42
"22869",3,467.674057887759,"Cod",36
"22870",3,508.714241104477,"Cod",37
"22871",3,428.927112467869,"Cod",35
"22872",3,428.927112467869,"Cod",35
"22873",3,467.674057887759,"Cod",36
"22874",4,467.674057887759,"Cod",36
"22875",3,467.674057887759,"Cod",36
"22876",3,240.799985392402,"Cod",29
"22877",3,267.212551949008,"Cod",30
"22878",3,392.40531218777,"Cod",34
"22879",3,392.40531218777,"Cod",34
"22880",2,358.040700474711,"Cod",33
"22881",3,358.040700474711,"Cod",33
"22882",3,325.765460560781,"Cod",32
"22883",2,325.765460560781,"Cod",32
"22884",2,295.511919421018,"Cod",31
"22885",3,295.511919421018,"Cod",31
"22886",3,646.277112708259,"Cod",40
"22887",4,646.277112708259,"Cod",40
"22888",4,697.173775907659,"Cod",41
"22889",3,750.706064377574,"Cod",42
"22890",3,358.040700474711,"Cod",33
"22891",3,358.040700474711,"Cod",33
"22892",1,1.90993655693704,"Cod",6
"22893",2,46.7275263780455,"Cod",17
"22894",2,55.69050978041,"Cod",18
"22895",2,65.7458217003128,"Cod",19
"22896",2,76.9585168540015,"Cod",20
"22897",3,467.674057887759,"Cod",36
"22898",3,508.714241104477,"Cod",37
"22899",3,392.40531218777,"Cod",34
"22900",4,392.40531218777,"Cod",34
"22901",2,76.9585168540015,"Cod",20
"22902",2,89.3938902860119,"Cod",21
"22903",2,103.117466155406,"Cod",22
"22904",2,118.194987556792,"Cod",23
"22905",2,134.692407237676,"Cod",24
"22906",2,134.692407237676,"Cod",24
"22907",2,240.799985392402,"Cod",29
"22908",3,267.212551949008,"Cod",30
"22909",2,193.366554425623,"Cod",27
"22910",3,216.207004073774,"Cod",28
"22911",3,508.714241104477,"Cod",37
"22912",3,552.115887338607,"Cod",38
"22913",3,552.115887338607,"Cod",38
"22914",3,552.115887338607,"Cod",38
"22915",3,597.947351037502,"Cod",39
"22916",4,646.277112708259,"Cod",40
"22917",3,467.674057887759,"Cod",36
"22918",3,467.674057887759,"Cod",36
"22919",3,697.173775907659,"Cod",41
"22920",3,428.927112467869,"Cod",35
"22921",3,428.927112467869,"Cod",35
"22922",3,295.511919421018,"Cod",31
"22923",3,325.765460560781,"Cod",32
"22924",2,152.675879097484,"Cod",25
"22925",2,152.675879097484,"Cod",25
"22926",3,193.366554425623,"Cod",27
"22927",2,152.675879097484,"Cod",25
"22928",2,152.675879097484,"Cod",25
"22929",2,193.366554425623,"Cod",27
"22930",2,216.207004073774,"Cod",28
"22931",3,267.212551949008,"Cod",30
"22932",3,295.511919421018,"Cod",31
"22933",3,295.511919421018,"Cod",31
"22934",2,325.765460560781,"Cod",32
"22935",6,1717.94026760934,"Cod",55
"22936",2,240.799985392402,"Cod",29
"22937",3,240.799985392402,"Cod",29
"22938",4,992.570002871883,"Cod",46
"22939",4,1060.31529603157,"Cod",47
"22940",4,865.952996770136,"Cod",44
"22941",4,865.952996770136,"Cod",44
"22942",5,865.952996770136,"Cod",44
"22943",4,927.805665155418,"Cod",45
"22944",4,927.805665155418,"Cod",45
"22945",3,358.040700474711,"Cod",33
"22946",3,358.040700474711,"Cod",33
"22947",3,325.765460560781,"Cod",32
"22948",3,325.765460560781,"Cod",32
"22949",4,697.173775907659,"Cod",41
"22950",4,697.173775907659,"Cod",41
"22951",4,697.173775907659,"Cod",41
"22952",4,750.706064377574,"Cod",42
"22953",4,750.706064377574,"Cod",42
"22954",4,806.942819315405,"Cod",43
"22955",5,1815.64879433921,"Cod",56
"22956",5,1917.03662256414,"Cod",57
"22957",3,392.40531218777,"Cod",34
"22958",3,428.927112467869,"Cod",35
"22959",3,240.799985392402,"Cod",29
"22960",3,508.714241104477,"Cod",37
"22961",5,2131.13164745505,"Cod",59
"22962",6,2131.13164745505,"Cod",59
"22963",6,2131.13164745505,"Cod",59
"22964",5,2360.78912640864,"Cod",61
"22965",6,2360.78912640864,"Cod",61
"22966",2,46.7275263780455,"Cod",17
"22967",2,55.69050978041,"Cod",18
"22968",2,65.7458217003128,"Cod",19
"22969",6,2869.05324142113,"Cod",65
"22970",6,2481.63033620575,"Cod",62
"22971",7,2735.69151119043,"Cod",64
"22972",7,3295.31522356657,"Cod",68
"22973",2,46.7275263780455,"Cod",17
"22974",2,46.7275263780455,"Cod",17
"22975",2,55.69050978041,"Cod",18
"22976",2,55.69050978041,"Cod",18
"22977",6,3295.31522356657,"Cod",68
"22978",7,3602.01556812632,"Cod",70
"22979",7,5021.40248249828,"Cod",78
"22980",1,3.06581246422946,"Cod",7
"22981",6,1533.28018203557,"Cod",53
"22982",6,1717.94026760934,"Cod",55
"22983",6,1717.94026760934,"Cod",55
"22984",5,1446.18837985505,"Cod",52
"22985",5,1717.94026760934,"Cod",55
"22986",6,1815.64879433921,"Cod",56
"22987",5,1815.64879433921,"Cod",56
"22988",6,2022.17409666077,"Cod",58
"22989",6,2360.78912640864,"Cod",61
"22990",6,1282.13133980358,"Cod",50
"22991",5,1446.18837985505,"Cod",52
"22992",5,1717.94026760934,"Cod",55
"22993",5,1815.64879433921,"Cod",56
"22994",4,1815.64879433921,"Cod",56
"22995",5,1282.13133980358,"Cod",50
"22996",5,1282.13133980358,"Cod",50
"22997",8,3762.33734376734,"Cod",71
"22998",6,4272.04660867214,"Cod",74
"22999",8,4636.52206586152,"Cod",76
"23000",7,6304.22944219322,"Cod",84
"23001",9,7272.04246354403,"Cod",88
"23002",3,597.947351037502,"Cod",39
"23003",4,750.706064377574,"Cod",42
"23004",4,927.805665155418,"Cod",45
"23005",4,927.805665155418,"Cod",45
"23006",5,1060.31529603157,"Cod",47
"23007",4,1205.02641869547,"Cod",49
"23008",5,1205.02641869547,"Cod",49
"23009",4,1446.18837985505,"Cod",52
"23010",5,1917.03662256414,"Cod",57
"23011",5,2243.97979083495,"Cod",60
"23012",2,118.194987556792,"Cod",23
"23013",2,134.692407237676,"Cod",24
"23014",2,152.675879097484,"Cod",25
"23015",2,172.21175037244,"Cod",26
"23016",2,172.21175037244,"Cod",26
"23017",2,172.21175037244,"Cod",26
"23018",2,193.366554425623,"Cod",27
"23019",2,216.207004073774,"Cod",28
"23020",2,216.207004073774,"Cod",28
"23021",2,240.799985392402,"Cod",29
"23022",2,267.212551949008,"Cod",30
"23023",2,267.212551949008,"Cod",30
"23024",2,295.511919421018,"Cod",31
"23025",3,325.765460560781,"Cod",32
"23026",3,325.765460560781,"Cod",32
"23027",3,392.40531218777,"Cod",34
"23028",3,392.40531218777,"Cod",34
"23029",3,467.674057887759,"Cod",36
"23030",3,467.674057887759,"Cod",36
"23031",3,552.115887338607,"Cod",38
"23032",3,552.115887338607,"Cod",38
"23033",7,3602.01556812632,"Cod",70
"23034",6,4636.52206586152,"Cod",76
"23035",2,89.3938902860119,"Cod",21
"23036",2,118.194987556792,"Cod",23
"23037",2,118.194987556792,"Cod",23
"23038",2,134.692407237676,"Cod",24
"23039",2,134.692407237676,"Cod",24
"23040",2,152.675879097484,"Cod",25
"23041",2,152.675879097484,"Cod",25
"23042",2,172.21175037244,"Cod",26
"23043",2,172.21175037244,"Cod",26
"23044",2,216.207004073774,"Cod",28
"23045",2,216.207004073774,"Cod",28
"23046",2,216.207004073774,"Cod",28
"23047",2,267.212551949008,"Cod",30
"23048",2,267.212551949008,"Cod",30
"23049",3,267.212551949008,"Cod",30
"23050",3,295.511919421018,"Cod",31
"23051",2,295.511919421018,"Cod",31
"23052",3,325.765460560781,"Cod",32
"23053",3,325.765460560781,"Cod",32
"23054",3,358.040700474711,"Cod",33
"23055",3,392.40531218777,"Cod",34
"23056",3,428.927112467869,"Cod",35
"23057",3,428.927112467869,"Cod",35
"23058",3,428.927112467869,"Cod",35
"23059",3,508.714241104477,"Cod",37
"23060",3,508.714241104477,"Cod",37
"23061",4,552.115887338607,"Cod",38
"23062",3,552.115887338607,"Cod",38
"23063",3,597.947351037502,"Cod",39
"23064",3,597.947351037502,"Cod",39
"23065",3,597.947351037502,"Cod",39
"23066",3,697.173775907659,"Cod",41
"23067",4,697.173775907659,"Cod",41
"23068",3,750.706064377574,"Cod",42
"23069",4,806.942819315405,"Cod",43
"23070",4,806.942819315405,"Cod",43
"23071",4,806.942819315405,"Cod",43
"23072",4,927.805665155418,"Cod",45
"23073",4,927.805665155418,"Cod",45
"23074",5,927.805665155418,"Cod",45
"23075",4,992.570002871883,"Cod",46
"23076",5,1060.31529603157,"Cod",47
"23077",6,1060.31529603157,"Cod",47
"23078",4,1131.11093627793,"Cod",48
"23079",5,1282.13133980358,"Cod",50
"23080",5,1282.13133980358,"Cod",50
"23081",4,1362.49539562936,"Cod",51
"23082",5,1362.49539562936,"Cod",51
"23083",5,1446.18837985505,"Cod",52
"23084",5,1533.28018203557,"Cod",53
"23085",5,1533.28018203557,"Cod",53
"23086",4,1623.84078588228,"Cod",54
"23087",5,1623.84078588228,"Cod",54
"23088",5,1917.03662256414,"Cod",57
"23089",5,2131.13164745505,"Cod",59
"23090",6,2481.63033620575,"Cod",62
"23091",7,2481.63033620575,"Cod",62
"23092",7,3295.31522356657,"Cod",68
"23093",7,3602.01556812632,"Cod",70
"23094",8,5854.67955163808,"Cod",82
"23095",2,65.7458217003128,"Cod",19
"23096",2,76.9585168540015,"Cod",20
"23097",2,76.9585168540015,"Cod",20
"23098",2,103.117466155406,"Cod",22
"23099",2,118.194987556792,"Cod",23
"23100",2,134.692407237676,"Cod",24
"23101",2,152.675879097484,"Cod",25
"23102",2,172.21175037244,"Cod",26
"23103",2,193.366554425623,"Cod",27
"23104",2,216.207004073774,"Cod",28
"23105",2,240.799985392402,"Cod",29
"23106",2,295.511919421018,"Cod",31
"23107",3,325.765460560781,"Cod",32
"23108",2,358.040700474711,"Cod",33
"23109",3,392.40531218777,"Cod",34
"23110",3,428.927112467869,"Cod",35
"23111",3,467.674057887759,"Cod",36
"23112",3,508.714241104477,"Cod",37
"23113",3,552.115887338607,"Cod",38
"23114",3,597.947351037502,"Cod",39
"23115",4,646.277112708259,"Cod",40
"23116",3,697.173775907659,"Cod",41
"23117",4,750.706064377574,"Cod",42
"23118",4,806.942819315405,"Cod",43
"23119",4,927.805665155418,"Cod",45
"23120",5,992.570002871883,"Cod",46
"23121",4,1060.31529603157,"Cod",47
"23122",4,1131.11093627793,"Cod",48
"23123",5,1131.11093627793,"Cod",48
"23124",4,1205.02641869547,"Cod",49
"23125",5,1362.49539562936,"Cod",51
"23126",4,1533.28018203557,"Cod",53
"23127",5,1533.28018203557,"Cod",53
"23128",5,1623.84078588228,"Cod",54
"23129",6,1717.94026760934,"Cod",55
"23130",5,1815.64879433921,"Cod",56
"23131",5,2022.17409666077,"Cod",58
"23132",5,2131.13164745505,"Cod",59
"23133",5,2243.97979083495,"Cod",60
"23134",6,2243.97979083495,"Cod",60
"23135",5,3295.31522356657,"Cod",68
"23136",6,3446.36531858578,"Cod",69
"23137",8,3762.33734376734,"Cod",71
"23138",2,76.9585168540015,"Cod",20
"23139",2,103.117466155406,"Cod",22
"23140",2,118.194987556792,"Cod",23
"23141",2,134.692407237676,"Cod",24
"23142",2,152.675879097484,"Cod",25
"23143",2,172.21175037244,"Cod",26
"23144",2,193.366554425623,"Cod",27
"23145",3,216.207004073774,"Cod",28
"23146",2,267.212551949008,"Cod",30
"23147",2,295.511919421018,"Cod",31
"23148",3,358.040700474711,"Cod",33
"23149",3,392.40531218777,"Cod",34
"23150",3,428.927112467869,"Cod",35
"23151",4,467.674057887759,"Cod",36
"23152",3,508.714241104477,"Cod",37
"23153",3,552.115887338607,"Cod",38
"23154",3,597.947351037502,"Cod",39
"23155",4,646.277112708259,"Cod",40
"23156",3,697.173775907659,"Cod",41
"23157",4,750.706064377574,"Cod",42
"23158",4,806.942819315405,"Cod",43
"23159",4,865.952996770136,"Cod",44
"23160",4,927.805665155418,"Cod",45
"23161",4,992.570002871883,"Cod",46
"23162",4,1060.31529603157,"Cod",47
"23163",5,1205.02641869547,"Cod",49
"23164",4,1362.49539562936,"Cod",51
"23165",5,1533.28018203557,"Cod",53
"23166",5,1623.84078588228,"Cod",54
"23167",5,1717.94026760934,"Cod",55
"23168",5,1815.64879433921,"Cod",56
"23169",6,2022.17409666077,"Cod",58
"23170",6,2022.17409666077,"Cod",58
"23171",6,2243.97979083495,"Cod",60
"23172",6,2360.78912640864,"Cod",61
"23173",6,3148.79398386356,"Cod",67
"23174",7,3295.31522356657,"Cod",68
"23175",7,3295.31522356657,"Cod",68
"23176",7,3602.01556812632,"Cod",70
"23177",4,2606.57418341993,"Cod",63
"23178",7,3602.01556812632,"Cod",70
"23179",2,118.194987556792,"Cod",23
"23180",1,134.692407237676,"Cod",24
"23181",2,134.692407237676,"Cod",24
"23182",2,216.207004073774,"Cod",28
"23183",2,240.799985392402,"Cod",29
"23184",4,927.805665155418,"Cod",45
"23185",2,89.3938902860119,"Cod",21
"23186",2,89.3938902860119,"Cod",21
"23187",2,103.117466155406,"Cod",22
"23188",2,103.117466155406,"Cod",22
"23189",2,118.194987556792,"Cod",23
"23190",2,118.194987556792,"Cod",23
"23191",2,134.692407237676,"Cod",24
"23192",2,134.692407237676,"Cod",24
"23193",2,152.675879097484,"Cod",25
"23194",2,152.675879097484,"Cod",25
"23195",2,172.21175037244,"Cod",26
"23196",2,172.21175037244,"Cod",26
"23197",2,193.366554425623,"Cod",27
"23198",2,216.207004073774,"Cod",28
"23199",3,216.207004073774,"Cod",28
"23200",2,240.799985392402,"Cod",29
"23201",2,240.799985392402,"Cod",29
"23202",2,267.212551949008,"Cod",30
"23203",2,267.212551949008,"Cod",30
"23204",2,295.511919421018,"Cod",31
"23205",2,295.511919421018,"Cod",31
"23206",2,295.511919421018,"Cod",31
"23207",2,325.765460560781,"Cod",32
"23208",2,325.765460560781,"Cod",32
"23209",2,358.040700474711,"Cod",33
"23210",2,358.040700474711,"Cod",33
"23211",2,392.40531218777,"Cod",34
"23212",2,392.40531218777,"Cod",34
"23213",5,2869.05324142113,"Cod",65
"23214",9,6304.22944219322,"Cod",84
"23215",7,7021.3190552906,"Cod",87
"23216",2,103.117466155406,"Cod",22
"23217",2,325.765460560781,"Cod",32
"23218",2,467.674057887759,"Cod",36
"23219",3,552.115887338607,"Cod",38
"23220",3,597.947351037502,"Cod",39
"23221",4,1282.13133980358,"Cod",50
"23222",5,428.927112467869,"Cod",35
"23223",1,76.9585168540015,"Cod",20
"23224",1,89.3938902860119,"Cod",21
"23225",1,89.3938902860119,"Cod",21
"23226",2,89.3938902860119,"Cod",21
"23227",2,89.3938902860119,"Cod",21
"23228",5,3446.36531858578,"Cod",69
"23229",5,3602.01556812632,"Cod",70
"23230",5,4272.04660867214,"Cod",74
"23231",6,5021.40248249828,"Cod",78
"23232",9,8060.30873792182,"Cod",91
"23233",4,2481.63033620575,"Cod",62
"23234",5,2606.57418341993,"Cod",63
"23235",6,2735.69151119043,"Cod",64
"23236",5,3006.73037363515,"Cod",66
"23237",7,3148.79398386356,"Cod",67
"23238",5,3602.01556812632,"Cod",70
"23239",6,3602.01556812632,"Cod",70
"23240",5,3762.33734376734,"Cod",71
"23241",6,3762.33734376734,"Cod",71
"23242",6,5021.40248249828,"Cod",78
"23243",3,1362.49539562936,"Cod",51
"23244",5,2360.78912640864,"Cod",61
"23245",3,865.952996770136,"Cod",44
"23246",3,1131.11093627793,"Cod",48
"23247",3,1205.02641869547,"Cod",49
"23248",3,1446.18837985505,"Cod",52
"23249",4,1446.18837985505,"Cod",52
"23250",5,1917.03662256414,"Cod",57
"23251",5,2131.13164745505,"Cod",59
"23252",5,3762.33734376734,"Cod",71
"23253",2,103.117466155406,"Cod",22
"23254",2,118.194987556792,"Cod",23
"23255",2,118.194987556792,"Cod",23
"23256",2,134.692407237676,"Cod",24
"23257",2,134.692407237676,"Cod",24
"23258",2,152.675879097484,"Cod",25
"23259",2,172.21175037244,"Cod",26
"23260",2,172.21175037244,"Cod",26
"23261",2,193.366554425623,"Cod",27
"23262",2,193.366554425623,"Cod",27
"23263",2,216.207004073774,"Cod",28
"23264",2,216.207004073774,"Cod",28
"23265",2,240.799985392402,"Cod",29
"23266",2,240.799985392402,"Cod",29
"23267",3,267.212551949008,"Cod",30
"23268",2,267.212551949008,"Cod",30
"23269",2,295.511919421018,"Cod",31
"23270",2,295.511919421018,"Cod",31
"23271",2,295.511919421018,"Cod",31
"23272",2,325.765460560781,"Cod",32
"23273",2,325.765460560781,"Cod",32
"23274",3,325.765460560781,"Cod",32
"23275",2,358.040700474711,"Cod",33
"23276",2,358.040700474711,"Cod",33
"23277",3,358.040700474711,"Cod",33
"23278",2,392.40531218777,"Cod",34
"23279",3,428.927112467869,"Cod",35
"23280",3,428.927112467869,"Cod",35
"23281",2,392.40531218777,"Cod",34
"23282",3,392.40531218777,"Cod",34
"23283",2,392.40531218777,"Cod",34
"23284",3,392.40531218777,"Cod",34
"23285",2,428.927112467869,"Cod",35
"23286",3,428.927112467869,"Cod",35
"23287",6,1282.13133980358,"Cod",50
"23288",3,1362.49539562936,"Cod",51
"23289",3,1362.49539562936,"Cod",51
"23290",7,13.2344353414708,"Sprat",13
"23291",2,14.905111441344,"Sprat",13.5
"23292",3,14.905111441344,"Sprat",13.5
"23293",4,14.905111441344,"Sprat",13.5
"23294",5,14.905111441344,"Sprat",13.5
"23295",6,14.905111441344,"Sprat",13.5
"23296",3,16.7142605973086,"Sprat",14
"23297",4,16.7142605973086,"Sprat",14
"23298",5,16.7142605973086,"Sprat",14
"23299",6,16.7142605973086,"Sprat",14
"23300",7,16.7142605973086,"Sprat",14
